"Model","Gene","Coefficient","Estimate","p.val.t.dist","p.val.perm"
"wnlm.Q","RP13-487P22.1","RNA_batchD",0.228706729152809,0.652155369825421,NA
"wnlm.Q","MEST","RNA_batchD",-0.100319771947828,0.413904226786135,NA
"wnlm.Q","ZNF331","RNA_batchD",-0.343687520012183,0.00523178118132608,NA
"wnlm.Q","hsa-mir-335","RNA_batchD",-0.306306438081535,0.28743378607687,NA
"wnlm.Q","DIRAS3","RNA_batchD",-1.65051887111032,0.0742248229715264,NA
"wnlm.Q","PWRN1","RNA_batchD",0.356847882571382,0.171180568232506,NA
"wnlm.Q","IGF2","RNA_batchD",0.377960761513793,0.0116071112004906,NA
"wnlm.Q","NLRP2","RNA_batchD",-0.136188901610132,0.579541296007894,NA
"wnlm.Q","UBE3A","RNA_batchD",1.18392419974779,0.0241878336292895,NA
"wnlm.Q","MAGEL2","RNA_batchE",0.222529133680176,0.193400839364494,NA
"wnlm.Q","TMEM261P1","RNA_batchE",0.085143328489868,0.726565829092639,NA
"wnlm.Q","SNHG14","RNA_batchE",0.131576422320838,0.458107070973851,NA
"wnlm.Q","AL132709.5","RNA_batchE",0.270069330091355,0.0373771640758221,NA
"wnlm.Q","RP11-909M7.3","RNA_batchE",0.278127265389222,0.0644592653357997,NA
"wnlm.Q","ZIM2","RNA_batchE",-0.251720379815406,0.308383499134282,NA
"wnlm.Q","NAP1L5","RNA_batchE",0.435192118975868,0.0362379856716013,NA
"wnlm.Q","MEG3","RNA_batchE",0.117881053902449,0.53280245443804,NA
"wnlm.Q","PEG3","RNA_batchE",-0.230842516669061,0.138424710701077,NA
"wnlm.Q","PWAR6","RNA_batchE",-0.172969669960521,0.373271007378,NA
"wnlm.Q","FAM50B","RNA_batchE",0.14437460429514,0.416463128467841,NA
"wnlm.Q","NDN","RNA_batchE",-0.0558462900232156,0.898870919645429,NA
"wnlm.Q","SNURF","RNA_batchE",0.214862393242707,0.310389577389064,NA
"wnlm.Q","PEG10","RNA_batchE",-0.0291831574145241,0.791470721147032,NA
"wnlm.Q","SNRPN","RNA_batchE",0.143886090913852,0.446270978181653,NA
"wnlm.Q","KCNQ1OT1","RNA_batchE",-0.140978775168549,0.43185646151485,NA
"wnlm.Q","ZDBF2","RNA_batchE",0.26488326761758,0.0880909723105387,NA
"wnlm.Q","GRB10","RNA_batchE",0.0346287225051866,0.763883506542207,NA
"wnlm.Q","SNORD116-20","RNA_batchE",-0.178595613461183,0.713941679689634,NA
"wnlm.Q","KCNK9","RNA_batchE",0.092857270194184,0.538269044578512,NA
"wnlm.Q","INPP5F","RNA_batchE",0.0455190609985364,0.532501272038542,NA
"wnlm.Q","RP13-487P22.1","RNA_batchE",-0.183963361942831,0.72744246537802,NA
"wnlm.Q","MEST","RNA_batchE",0.0631863425446577,0.584256652459149,NA
"wnlm.Q","ZNF331","RNA_batchE",0.0298573869776737,0.79351751309706,NA
"wnlm.Q","hsa-mir-335","RNA_batchE",0.0319070359869537,0.911980789479463,NA
"wnlm.Q","DIRAS3","RNA_batchE",-1.54604827942973,0.0590465805901745,NA
"wnlm.Q","PWRN1","RNA_batchE",0.535354519240132,0.0332213848222087,NA
"wnlm.Q","IGF2","RNA_batchE",0.270419620291642,0.0679810845713118,NA
"wnlm.Q","NLRP2","RNA_batchE",-0.168715506926586,0.450508293279538,NA
"wnlm.Q","UBE3A","RNA_batchE",0.364419478552307,0.477632526415646,NA
"wnlm.Q","MAGEL2","RNA_batchF",0.394518358344125,0.0175536632238117,NA
"wnlm.Q","TMEM261P1","RNA_batchF",-0.00217276539281719,0.992934269997639,NA
"wnlm.Q","SNHG14","RNA_batchF",0.324456296983435,0.0634906424204578,NA
"wnlm.Q","AL132709.5","RNA_batchF",0.276720162120229,0.0349948695152064,NA
"wnlm.Q","RP11-909M7.3","RNA_batchF",0.432218198640013,0.00440153215515867,NA
"wnlm.Q","ZIM2","RNA_batchF",-0.336600492665272,0.170790907533325,NA
"wnlm.Q","NAP1L5","RNA_batchF",0.230440532585686,0.260957572891418,NA
"wnlm.Q","MEG3","RNA_batchF",-0.0948076648984017,0.619313591709468,NA
"wnlm.Q","PEG3","RNA_batchF",-0.00407158377936175,0.978886059940685,NA
"wnlm.Q","PWAR6","RNA_batchF",-0.0742828648049458,0.703987924972794,NA
"wnlm.Q","FAM50B","RNA_batchF",0.426434139758214,0.012801457561973,NA
"wnlm.Q","NDN","RNA_batchF",-0.127398528289346,0.753450107954419,NA
"wnlm.Q","SNURF","RNA_batchF",0.331384199423947,0.120893116719558,NA
"wnlm.Q","PEG10","RNA_batchF",0.131797953258927,0.227044171790521,NA
"wnlm.Q","SNRPN","RNA_batchF",0.26661239288184,0.160673888716291,NA
"wnlm.Q","KCNQ1OT1","RNA_batchF",0.113288193364153,0.504861333043452,NA
"wnlm.Q","ZDBF2","RNA_batchF",0.209446881000991,0.19767862359709,NA
"wnlm.Q","GRB10","RNA_batchF",0.0711769419026512,0.534663528226984,NA
"wnlm.Q","SNORD116-20","RNA_batchF",0.487022367087008,0.322373811137958,NA
"wnlm.Q","KCNK9","RNA_batchF",0.114860370231009,0.437956666382158,NA
"wnlm.Q","INPP5F","RNA_batchF",0.0556919578017637,0.466668667598237,NA
"wnlm.Q","RP13-487P22.1","RNA_batchF",-0.235223243930526,0.726634089109522,NA
"wnlm.Q","MEST","RNA_batchF",0.149072021875873,0.192980131896411,NA
"wnlm.Q","ZNF331","RNA_batchF",-0.100671876588119,0.388884069083811,NA
"wnlm.Q","hsa-mir-335","RNA_batchF",0.137149117279782,0.621938753684663,NA
"wnlm.Q","DIRAS3","RNA_batchF",-1.06368879295916,0.125670309378086,NA
"wnlm.Q","PWRN1","RNA_batchF",0.185160146369386,0.457737007196476,NA
"wnlm.Q","IGF2","RNA_batchF",0.217835917226149,0.126260357631997,NA
"wnlm.Q","NLRP2","RNA_batchF",-0.287967147987808,0.228340737402358,NA
"wnlm.Q","UBE3A","RNA_batchF",-0.368921375528399,0.526337448696879,NA
"wnlm.Q","MAGEL2","RNA_batchG",0.743693677778889,0.000216241976451258,NA
"wnlm.Q","TMEM261P1","RNA_batchG",0.0809471863258173,0.771930476288899,NA
"wnlm.Q","SNHG14","RNA_batchG",0.383573559963673,0.210201392161555,NA
"wnlm.Q","AL132709.5","RNA_batchG",0.512449272971041,0.00264878660097804,NA
"wnlm.Q","RP11-909M7.3","RNA_batchG",0.334701604405646,0.0962147502163077,NA
"wnlm.Q","ZIM2","RNA_batchG",0.205534075840237,0.522331058535261,NA
"wnlm.Q","NAP1L5","RNA_batchG",0.10016008273831,0.716081174900753,NA
"wnlm.Q","MEG3","RNA_batchG",0.140476892875272,0.626831426364604,NA
"wnlm.Q","PEG3","RNA_batchG",0.136971508546451,0.560851050039459,NA
"wnlm.Q","PWAR6","RNA_batchG",-0.18207497278573,0.533469686886916,NA
"wnlm.Q","FAM50B","RNA_batchG",0.427591369699355,0.0319128266559452,NA
"wnlm.Q","NDN","RNA_batchG",0.181404550020775,0.67845234785693,NA
"wnlm.Q","SNURF","RNA_batchG",0.0722109508704444,0.806450571904509,NA
"wnlm.Q","PEG10","RNA_batchG",0.210188161630052,0.221594558338452,NA
"wnlm.Q","SNRPN","RNA_batchG",0.0568200293921945,0.829920176536309,NA
"wnlm.Q","KCNQ1OT1","RNA_batchG",-0.226615031996057,0.419496153718291,NA
"wnlm.Q","ZDBF2","RNA_batchG",0.304879151993319,0.266955683698784,NA
"wnlm.Q","GRB10","RNA_batchG",0.491659716278487,0.00299966522279639,NA
"wnlm.Q","SNORD116-20","RNA_batchG",-0.0532154368044213,0.945335456273608,NA
"wnlm.Q","KCNK9","RNA_batchG",0.269671023434399,0.163910105699876,NA
"wnlm.Q","INPP5F","RNA_batchG",0.123602139776382,0.289818567977953,NA
"wnlm.Q","RP13-487P22.1","RNA_batchG",0.97340309621855,0.373919304023455,NA
"wnlm.Q","MEST","RNA_batchG",-0.00114835707515782,0.995392186418278,NA
"wnlm.Q","ZNF331","RNA_batchG",-0.117561445326807,0.496027118139177,NA
"wnlm.Q","hsa-mir-335","RNA_batchG",-0.15782497490385,0.686189452706821,NA
"wnlm.Q","DIRAS3","RNA_batchG",-1.72685191473722,0.0723828030514686,NA
"wnlm.Q","PWRN1","RNA_batchG",0.420508737701912,0.224584030581334,NA
"wnlm.Q","IGF2","RNA_batchG",0.00172886041320051,0.992430332463702,NA
"wnlm.Q","NLRP2","RNA_batchG",-0.264076890832735,0.356316534013822,NA
"wnlm.Q","UBE3A","RNA_batchG",0.483381823697715,0.506949308656769,NA
"wnlm.Q","MAGEL2","RNA_batchH",-0.587528322516788,0.45724855565024,NA
"wnlm.Q","TMEM261P1","RNA_batchH",-0.0798557154498004,0.878739388640589,NA
"wnlm.Q","SNHG14","RNA_batchH",-0.898114477486793,0.0671330303897218,NA
"wnlm.Q","AL132709.5","RNA_batchH",-0.409201944022331,0.363117836585473,NA
"wnlm.Q","RP11-909M7.3","RNA_batchH",-0.355208922535681,0.464960928809829,NA
"wnlm.Q","ZIM2","RNA_batchH",-0.682952239475171,0.242343976357245,NA
"wnlm.Q","NAP1L5","RNA_batchH",-0.205370223225213,0.483968080302147,NA
"wnlm.Q","MEG3","RNA_batchH",0.0974177743131984,0.852502214600609,NA
"wnlm.Q","PEG3","RNA_batchH",0.168368129615003,0.635796466585373,NA
"wnlm.Q","PWAR6","RNA_batchH",-0.865396875796773,0.0248054309920185,NA
"wnlm.Q","FAM50B","RNA_batchH",-0.568053444389003,0.206568987375472,NA
"wnlm.Q","NDN","RNA_batchH",-0.257566692988867,0.779554090977444,NA
"wnlm.Q","SNURF","RNA_batchH",-0.84369559403309,0.0275604133280346,NA
"wnlm.Q","PEG10","RNA_batchH",-0.303145166474279,0.285885786770886,NA
"wnlm.Q","SNRPN","RNA_batchH",-0.82403986703104,0.0164118953433156,NA
"wnlm.Q","KCNQ1OT1","RNA_batchH",1.29289840229976,0.0113765884032131,NA
"wnlm.Q","ZDBF2","RNA_batchH",-0.03060628181093,0.93275461634147,NA
"wnlm.Q","GRB10","RNA_batchH",0.127801583837562,0.565180819861815,NA
"wnlm.Q","SNORD116-20","RNA_batchH",-1.07370157821768,0.226967928574628,NA
"wnlm.Q","KCNK9","RNA_batchH",-0.420963916770119,0.356448610560658,NA
"wnlm.Q","INPP5F","RNA_batchH",0.0974761142379166,0.457144220281323,NA
"wnlm.Q","RP13-487P22.1","RNA_batchH",-1.33076139751584,0.217284349603009,NA
"wnlm.Q","MEST","RNA_batchH",-0.15118536189761,0.716881395842404,NA
"wnlm.Q","ZNF331","RNA_batchH",-0.326401757239312,0.22516285739146,NA
"wnlm.Q","hsa-mir-335","RNA_batchH",0.623459566973794,0.593959686816696,NA
"wnlm.Q","DIRAS3","RNA_batchH",NA,NA,NA
"wnlm.Q","PWRN1","RNA_batchH",NA,NA,NA
"wnlm.Q","IGF2","RNA_batchH",0.257031020799038,0.495019635949418,NA
"wnlm.Q","NLRP2","RNA_batchH",-0.447290322112686,0.318461991630582,NA
"wnlm.Q","UBE3A","RNA_batchH",NA,NA,NA
"wnlm.Q","MAGEL2","RNA_batch0",0.182956181088421,0.597557573715127,NA
"wnlm.Q","TMEM261P1","RNA_batch0",0.296915380999874,0.334935161268705,NA
"wnlm.Q","SNHG14","RNA_batch0",-0.200273358234408,0.528338800622897,NA
"wnlm.Q","AL132709.5","RNA_batch0",-0.0517197576127638,0.801583509822983,NA
"wnlm.Q","RP11-909M7.3","RNA_batch0",-0.41300565174817,0.115417319414409,NA
"wnlm.Q","ZIM2","RNA_batch0",-0.477749949093051,0.18627019825907,NA
"wnlm.Q","NAP1L5","RNA_batch0",-0.516061829445722,0.0794106798572934,NA
"wnlm.Q","MEG3","RNA_batch0",-0.473314482547667,0.173949341334308,NA
"wnlm.Q","PEG3","RNA_batch0",-0.100774578544461,0.648328110686335,NA
"wnlm.Q","PWAR6","RNA_batch0",-0.479776924897808,0.163258908633929,NA
"wnlm.Q","FAM50B","RNA_batch0",-0.50236449995354,0.187855747094421,NA
"wnlm.Q","NDN","RNA_batch0",-0.739338929700533,0.185535145952393,NA
"wnlm.Q","SNURF","RNA_batch0",0.0907848028458896,0.763301199699546,NA
"wnlm.Q","PEG10","RNA_batch0",0.0040736241176113,0.983964780930033,NA
"wnlm.Q","SNRPN","RNA_batch0",0.0333883179061004,0.901509909526583,NA
"wnlm.Q","KCNQ1OT1","RNA_batch0",0.0184274905625224,0.964753742033941,NA
"wnlm.Q","ZDBF2","RNA_batch0",-0.0267938673839829,0.90356463632948,NA
"wnlm.Q","GRB10","RNA_batch0",-0.0888079267909532,0.615088392126343,NA
"wnlm.Q","SNORD116-20","RNA_batch0",0.478097159170793,0.43932628694235,NA
"wnlm.Q","KCNK9","RNA_batch0",-0.0288251716937378,0.910987829528928,NA
"wnlm.Q","INPP5F","RNA_batch0",0.0851029574770221,0.442419798434957,NA
"wnlm.Q","RP13-487P22.1","RNA_batch0",0.0591156977547662,0.953130444098906,NA
"wnlm.Q","MEST","RNA_batch0",-0.064114888579143,0.773224532114194,NA
"wnlm.Q","ZNF331","RNA_batch0",-0.138274369371805,0.449244016377165,NA
"wnlm.Q","hsa-mir-335","RNA_batch0",-0.343917477739571,0.580761401840244,NA
"wnlm.Q","DIRAS3","RNA_batch0",-2.03192148381135,0.0418712995054056,NA
"wnlm.Q","PWRN1","RNA_batch0",0.363845182891353,0.555773953862431,NA
"wnlm.Q","IGF2","RNA_batch0",0.211059857743486,0.494449717914361,NA
"wnlm.Q","NLRP2","RNA_batch0",0.126892594921031,0.648954951704143,NA
"wnlm.Q","UBE3A","RNA_batch0",-0.0500562696443275,0.957412375166766,NA
"wnlm.Q","MAGEL2","Ancestry.1",2.01127010020996,0.125911838647658,0.1026
"wnlm.Q","TMEM261P1","Ancestry.1",-1.98979392998776,0.0717838820562954,0.1158
"wnlm.Q","SNHG14","Ancestry.1",-0.0656564108192854,0.945055532433961,0.9416
"wnlm.Q","AL132709.5","Ancestry.1",3.90446442764015,5.10905987898083e-05,4e-04
"wnlm.Q","RP11-909M7.3","Ancestry.1",-0.941026757479851,0.316088231815861,0.427
"wnlm.Q","ZIM2","Ancestry.1",-0.983558993241428,0.597750755261494,0.566
"wnlm.Q","NAP1L5","Ancestry.1",-2.35960458981238,0.0386654491454607,0.1518
"wnlm.Q","MEG3","Ancestry.1",2.9348008782996,0.0391791188948683,0.1108
"wnlm.Q","PEG3","Ancestry.1",-1.16367289378742,0.222158847086931,0.3552
"wnlm.Q","PWAR6","Ancestry.1",1.42665981159408,0.215183470341304,0.302
"wnlm.Q","FAM50B","Ancestry.1",0.471260603779063,0.64081448121926,0.7494
"wnlm.Q","NDN","Ancestry.1",1.41456770575459,0.498491147665982,0.487
"wnlm.Q","SNURF","Ancestry.1",-3.23001598103558,0.0298200865032819,0.0512
"wnlm.Q","PEG10","Ancestry.1",-1.19132752680506,0.131015644002803,0.1228
"wnlm.Q","SNRPN","Ancestry.1",-1.61943149902809,0.216975339942685,0.3116
"wnlm.Q","KCNQ1OT1","Ancestry.1",0.331325053306505,0.746436726597957,0.8484
"wnlm.Q","ZDBF2","Ancestry.1",-2.58944731841517,0.00989324230683525,0.0366
"wnlm.Q","GRB10","Ancestry.1",-1.00152430971221,0.146698121587013,0.2424
"wnlm.Q","SNORD116-20","Ancestry.1",1.34014329877849,0.517228924296846,0.7328
"wnlm.Q","KCNK9","Ancestry.1",-1.87181979234152,0.0696135934164631,0.136
"wnlm.Q","INPP5F","Ancestry.1",0.110180920367704,0.816385136730788,0.8374
"wnlm.Q","RP13-487P22.1","Ancestry.1",7.04034019916794,0.0578283723227631,0.2738
"wnlm.Q","MEST","Ancestry.1",-0.937452811350862,0.217772804630974,0.3806
"wnlm.Q","ZNF331","Ancestry.1",-1.83214749077913,0.00890280524411904,0.091
"wnlm.Q","hsa-mir-335","Ancestry.1",-6.93631948119732,0.000854145205365902,0.1174
"wnlm.Q","DIRAS3","Ancestry.1",1.35801051488971,0.640190559117761,0.797
"wnlm.Q","PWRN1","Ancestry.1",-4.61481895585204,0.0117905357162761,0.0236
"wnlm.Q","IGF2","Ancestry.1",1.03612333597916,0.294351894238344,0.4202
"wnlm.Q","NLRP2","Ancestry.1",-1.65173900196461,0.245336398004995,0.3324
"wnlm.Q","UBE3A","Ancestry.1",-5.18903372234806,0.0144550636771272,0.1916
"wnlm.Q","MAGEL2","Ancestry.2",1.92849044143589,0.0764586175934427,NA
"wnlm.Q","TMEM261P1","Ancestry.2",-2.19174040307133,0.0926076221999796,NA
"wnlm.Q","SNHG14","Ancestry.2",2.07754566861822,0.140555090375959,NA
"wnlm.Q","AL132709.5","Ancestry.2",-1.38348937752838,0.13724875649506,NA
"wnlm.Q","RP11-909M7.3","Ancestry.2",0.638077445718135,0.577998052133567,NA
"wnlm.Q","ZIM2","Ancestry.2",2.32780451887132,0.159226907235386,NA
"wnlm.Q","NAP1L5","Ancestry.2",3.77246460645155,0.0350414639739939,NA
"wnlm.Q","MEG3","Ancestry.2",-0.579775401589499,0.633341071308991,NA
"wnlm.Q","PEG3","Ancestry.2",4.29833057038987,0.000659038852211247,NA
"wnlm.Q","PWAR6","Ancestry.2",2.86298663511488,0.0435558303431644,NA
"wnlm.Q","FAM50B","Ancestry.2",1.53068773544885,0.312847204145299,NA
"wnlm.Q","NDN","Ancestry.2",2.22168206796985,0.294176822325967,NA
"wnlm.Q","SNURF","Ancestry.2",-0.87870883517693,0.601946290259398,NA
"wnlm.Q","PEG10","Ancestry.2",-0.737621877386848,0.335629791135619,NA
"wnlm.Q","SNRPN","Ancestry.2",-0.953937496272057,0.527278482965651,NA
"wnlm.Q","KCNQ1OT1","Ancestry.2",1.01379762983518,0.35115636018784,NA
"wnlm.Q","ZDBF2","Ancestry.2",0.0209800520332959,0.986509390219378,NA
"wnlm.Q","GRB10","Ancestry.2",-0.540076998669305,0.521007154760197,NA
"wnlm.Q","SNORD116-20","Ancestry.2",1.24001705455606,0.70261597213922,NA
"wnlm.Q","KCNK9","Ancestry.2",3.14559690916283,0.0199150673814107,NA
"wnlm.Q","INPP5F","Ancestry.2",-0.624834071669362,0.309391381684001,NA
"wnlm.Q","RP13-487P22.1","Ancestry.2",5.64825987312157,0.254474513277857,NA
"wnlm.Q","MEST","Ancestry.2",-1.70826402506747,0.0491796009726109,NA
"wnlm.Q","ZNF331","Ancestry.2",0.252963648765387,0.775062276557678,NA
"wnlm.Q","hsa-mir-335","Ancestry.2",4.40716062044888,0.0475333664593712,NA
"wnlm.Q","DIRAS3","Ancestry.2",2.30176807842549,0.696716045306156,NA
"wnlm.Q","PWRN1","Ancestry.2",-2.55468007454816,0.0939634976344497,NA
"wnlm.Q","IGF2","Ancestry.2",2.23948952577496,0.0532307264695406,NA
"wnlm.Q","NLRP2","Ancestry.2",-1.75555966205681,0.301414137856175,NA
"wnlm.Q","UBE3A","Ancestry.2",1.02837597201136,0.824376101976194,NA
"wnlm.Q","MAGEL2","Ancestry.3",-1.23948455432685,0.370982356260838,NA
"wnlm.Q","TMEM261P1","Ancestry.3",-0.170453988176484,0.960383551966455,NA
"wnlm.Q","SNHG14","Ancestry.3",3.1085187766108,0.0183643029624211,NA
"wnlm.Q","AL132709.5","Ancestry.3",-0.791880878154852,0.390395783084195,NA
"wnlm.Q","RP11-909M7.3","Ancestry.3",0.68258605935371,0.477150918408723,NA
"wnlm.Q","ZIM2","Ancestry.3",0.236341707708593,0.885002928033424,NA
"wnlm.Q","NAP1L5","Ancestry.3",-0.851493043952914,0.388639052429196,NA
"wnlm.Q","MEG3","Ancestry.3",-1.77288202843193,0.110361533283348,NA
"wnlm.Q","PEG3","Ancestry.3",0.46535509548362,0.652998685137993,NA
"wnlm.Q","PWAR6","Ancestry.3",0.446012693898904,0.713688557555627,NA
"wnlm.Q","FAM50B","Ancestry.3",4.2197706134669,0.00235524323295861,NA
"wnlm.Q","NDN","Ancestry.3",-0.3094684146739,0.794728186749969,NA
"wnlm.Q","SNURF","Ancestry.3",-0.281322834195134,0.807162730582142,NA
"wnlm.Q","PEG10","Ancestry.3",-0.0999563050999225,0.86325523729627,NA
"wnlm.Q","SNRPN","Ancestry.3",-0.789045970489157,0.448158081749949,NA
"wnlm.Q","KCNQ1OT1","Ancestry.3",-1.04281085763091,0.386175941640453,NA
"wnlm.Q","ZDBF2","Ancestry.3",-0.0134632706059073,0.988422961945737,NA
"wnlm.Q","GRB10","Ancestry.3",-0.104858954995294,0.897653105573701,NA
"wnlm.Q","SNORD116-20","Ancestry.3",3.39961436177167,0.293016818389496,NA
"wnlm.Q","KCNK9","Ancestry.3",-0.858340648071196,0.475502008497057,NA
"wnlm.Q","INPP5F","Ancestry.3",-0.88887887094969,0.0543901299881984,NA
"wnlm.Q","RP13-487P22.1","Ancestry.3",-10.0020207655033,0.375285566395797,NA
"wnlm.Q","MEST","Ancestry.3",-0.890622967438812,0.254271976081504,NA
"wnlm.Q","ZNF331","Ancestry.3",-0.133632327731132,0.853591044094733,NA
"wnlm.Q","hsa-mir-335","Ancestry.3",9.9302344273086,0.00222081309246579,NA
"wnlm.Q","DIRAS3","Ancestry.3",-1.64419677894341,0.591290002673225,NA
"wnlm.Q","PWRN1","Ancestry.3",1.74293892901519,0.502823685420995,NA
"wnlm.Q","IGF2","Ancestry.3",-0.83259005180932,0.532511101477494,NA
"wnlm.Q","NLRP2","Ancestry.3",-0.94037596510051,0.587456211475376,NA
"wnlm.Q","UBE3A","Ancestry.3",3.28143127600165,0.0167640930127741,NA
"wnlm.Q","MAGEL2","Ancestry.4",-0.0463911999359767,0.96316452376841,NA
"wnlm.Q","TMEM261P1","Ancestry.4",1.8236219332989,0.0558560898494722,NA
"wnlm.Q","SNHG14","Ancestry.4",2.32862566201636,0.052409735882997,NA
"wnlm.Q","AL132709.5","Ancestry.4",0.0760070128122379,0.929195973537893,NA
"wnlm.Q","RP11-909M7.3","Ancestry.4",4.01410055598223,0.000151569401305266,NA
"wnlm.Q","ZIM2","Ancestry.4",0.0603675776164179,0.970664580518455,NA
"wnlm.Q","NAP1L5","Ancestry.4",0.191808004200187,0.883833809580495,NA
"wnlm.Q","MEG3","Ancestry.4",0.690445169207845,0.51878363502655,NA
"wnlm.Q","PEG3","Ancestry.4",1.13510852219161,0.293386341021484,NA
"wnlm.Q","PWAR6","Ancestry.4",1.91456043692175,0.107638990752129,NA
"wnlm.Q","FAM50B","Ancestry.4",2.30519026635541,0.093556796807669,NA
"wnlm.Q","NDN","Ancestry.4",-4.96537837895802,0.0141705196632441,NA
"wnlm.Q","SNURF","Ancestry.4",1.20631105361766,0.409397195963108,NA
"wnlm.Q","PEG10","Ancestry.4",0.358785338539077,0.59175258431099,NA
"wnlm.Q","SNRPN","Ancestry.4",1.24936377840164,0.33923908827662,NA
"wnlm.Q","KCNQ1OT1","Ancestry.4",-0.379208865582108,0.712583752499016,NA
"wnlm.Q","ZDBF2","Ancestry.4",0.206924592820769,0.863119859752991,NA
"wnlm.Q","GRB10","Ancestry.4",0.734828250893924,0.355970266065827,NA
"wnlm.Q","SNORD116-20","Ancestry.4",2.5396617782079,0.367199552048472,NA
"wnlm.Q","KCNK9","Ancestry.4",0.250370563040506,0.81697755949662,NA
"wnlm.Q","INPP5F","Ancestry.4",-0.270395641373699,0.608482005663667,NA
"wnlm.Q","RP13-487P22.1","Ancestry.4",1.68067048575273,0.666306049618843,NA
"wnlm.Q","MEST","Ancestry.4",-0.362402097236791,0.636655356316154,NA
"wnlm.Q","ZNF331","Ancestry.4",0.175100197166856,0.84171244936463,NA
"wnlm.Q","hsa-mir-335","Ancestry.4",4.52018901626517,0.0126976172599121,NA
"wnlm.Q","DIRAS3","Ancestry.4",5.99152680135612,0.106734542142132,NA
"wnlm.Q","PWRN1","Ancestry.4",1.8051219583899,0.310747971927022,NA
"wnlm.Q","IGF2","Ancestry.4",-0.181250158860756,0.859405839640651,NA
"wnlm.Q","NLRP2","Ancestry.4",3.99251042676652,0.0897505454983762,NA
"wnlm.Q","UBE3A","Ancestry.4",0.475476181185194,0.929892870503244,NA
"wnlm.Q","MAGEL2","Ancestry.5",0.895350657564781,0.477553096004071,NA
"wnlm.Q","TMEM261P1","Ancestry.5",-0.72450840130256,0.729184926208737,NA
"wnlm.Q","SNHG14","Ancestry.5",-0.847297535045597,0.562683783180514,NA
"wnlm.Q","AL132709.5","Ancestry.5",0.46632477234637,0.614457926058802,NA
"wnlm.Q","RP11-909M7.3","Ancestry.5",1.4897141554255,0.272621024109645,NA
"wnlm.Q","ZIM2","Ancestry.5",1.31611771531748,0.417405868395952,NA
"wnlm.Q","NAP1L5","Ancestry.5",-1.81385714149649,0.0253916477942658,NA
"wnlm.Q","MEG3","Ancestry.5",-0.707946116939574,0.6138797527539,NA
"wnlm.Q","PEG3","Ancestry.5",2.07791057938226,0.0327825492806723,NA
"wnlm.Q","PWAR6","Ancestry.5",0.763257003413469,0.497162709869306,NA
"wnlm.Q","FAM50B","Ancestry.5",0.141775497351789,0.92837363205757,NA
"wnlm.Q","NDN","Ancestry.5",-0.609093548460382,0.596961323756421,NA
"wnlm.Q","SNURF","Ancestry.5",-1.44297450478146,0.301272403985468,NA
"wnlm.Q","PEG10","Ancestry.5",-0.771546613567657,0.155336901119642,NA
"wnlm.Q","SNRPN","Ancestry.5",-1.28186155215501,0.309730501668026,NA
"wnlm.Q","KCNQ1OT1","Ancestry.5",-2.87731300024922,0.0270928894271525,NA
"wnlm.Q","ZDBF2","Ancestry.5",0.250101690157017,0.804175855436609,NA
"wnlm.Q","GRB10","Ancestry.5",1.11437508794372,0.0704409904045569,NA
"wnlm.Q","SNORD116-20","Ancestry.5",-2.70137254092176,0.116514790356881,NA
"wnlm.Q","KCNK9","Ancestry.5",1.86100286597932,0.340029497202213,NA
"wnlm.Q","INPP5F","Ancestry.5",0.7331602252717,0.066362713305268,NA
"wnlm.Q","RP13-487P22.1","Ancestry.5",3.49641517774672,0.511504471622456,NA
"wnlm.Q","MEST","Ancestry.5",-0.993569107374778,0.229890651437347,NA
"wnlm.Q","ZNF331","Ancestry.5",0.0771684248423226,0.935475488603029,NA
"wnlm.Q","hsa-mir-335","Ancestry.5",-4.33572189981211,0.059219716802217,NA
"wnlm.Q","DIRAS3","Ancestry.5",-3.8504252806199,0.616052868588025,NA
"wnlm.Q","PWRN1","Ancestry.5",-2.25008405528839,0.492433756807255,NA
"wnlm.Q","IGF2","Ancestry.5",0.0745007827602494,0.955376543016501,NA
"wnlm.Q","NLRP2","Ancestry.5",-2.40492811946089,0.2724435212311,NA
"wnlm.Q","UBE3A","Ancestry.5",-1.93167705253495,0.449412900497678,NA
"logi.S","MAGEL2","Age",0.0354786594624803,0.0820900118695669,0.0308
"logi.S","TMEM261P1","Age",0.614815177860029,0.999645889447303,NA
"logi.S","SNHG14","Age",0.00742899470876089,0.000363333729803008,0.1512
"logi.S","AL132709.5","Age",-0.00163660218439891,0.825413944889459,0.8208
"logi.S","RP11-909M7.3","Age",0.0205998328041884,0.119237815644754,0.1402
"logi.S","ZIM2","Age",-0.003969175462111,0.210457067158325,0.5826
"logi.S","NAP1L5","Age",-0.00491063915757584,0.164553974479196,0.4056
"logi.S","MEG3","Age",-0.00454958975124474,0.0092848550526784,0.5454
"logi.S","PEG3","Age",-0.00628968762386307,1.66609076381782e-08,0.091
"logi.S","PWAR6","Age",0.0024251556880709,0.198335229900212,0.7106
"logi.S","FAM50B","Age",0.00264425023056233,0.840114103132238,0.8254
"logi.S","NDN","Age",0.0254869271681219,0.207998802196889,0.1524
"logi.S","SNURF","Age",0.000619136280676972,0.774729782733143,0.9156
"logi.S","PEG10","Age",0.00453563638312493,0.00213885064620283,0.1376
"logi.S","SNRPN","Age",0.000369985725553402,0.860272537299561,0.9412
